gene_name	num_isoforms
kynu	9
l1cam	16
l1td1	2
l3mbtl3	10
lacrt	4
lactb2	4
lactbl1	1
lad1	7
lama1	8
lama2	20
lama3	15
lama4	24
lama5	14
lamb1	37
lamb3	5
lamb4	8
lamc3	6
lamp1	3
lamp2	5
lamp3	5
lamtor2	6
lamtor4	12
lamtor5	7
large2	10
larp1	20
larp1b	15
larp4	18
larp7	39
lat	16
lat2	11
lats2	2
lax1	3
lbhd1	10
lbhd2	1
lbp	1
lbr	9
lbx2	6
lca5l	21
lce5a	1
lce6a	1
lck	14
lclat1	12
lcmt2	2
lcn15	3
lcn6	6
lcn8	5
lcn9	4
lcnl1	4
lcor	29
lcorl	15
lcp2	9
lct	2
ldah	13
ldhd	4
ldlr	15
ldlrad2	3
ldlrad4	40
ldlrap1	11
leap2	3
lefty1	2
lefty2	3
lekr1	11
lemd1	8
lemd2	13
leng8	8
leng9	1
lep	1
letm2	15
letmd1	38
leutx	2
lfng	6
lgals12	6
lgals3bp	19
lgals4	9
lgals8	28
lgals9	16
lgals9b	6
lgals9c	15
lgi2	2
lgr4	6
lgr5	6
lgr6	8
lhb	2
lhcgr	6
lhfpl2	8
lhx1	6
lhx5	2
lhx9	8
lias	22
lig1	36
lig3	16
lim2	2
limch1	22
limd1	4
limk1	8
lin28b	3
linc00514	NA
lingo3	2
lipa	8
lipc	7
lipe	9
liph	5
lipi	8
lipj	3
lipn	2
lix1	2
lkaaear1	2
llcfc1	2
lman1l	10
lman2l	9
lmbr1	20
lmbrd1	37
lmf1	17
lmf2	6
lmln	11
lmln2	NA
lmna	45
lmnb1	8
lmntd1	11
lmntd2	5
lmo3	34
lmo7	28
lmod1	1
lmod2	2
lmtk3	7
lmx1b	3
lnp1	3
lnx1	9
lonrf2	2
lonrf3	6
loricrin	1
loxhd1	13
loxl1	5
lpar2	9
lpar3	3
lpar5	3
lpar6	9
lpcat2	8
lpin1	20
lpin2	9
lpin3	5
lpo	11
lrba	23
lrch4	10
lrfn1	1
lrfn4	3
lrguk	5
lrig1	9
lrig3	9
lrit2	2
lrp1	12
lrp10	5
lrp11	3
lrp12	7
lrp1b	5
lrp2	7
lrp2bp	4
lrp5	7
lrp8	36
lrpap1	6
lrpprc	71
lrrc14	9
lrrc15	2
lrrc18	1
lrrc23	15
lrrc24	2
lrrc25	2
lrrc26	1
lrrc27	14
lrrc29	NA
lrrc31	4
lrrc32	5
lrrc34	12
lrrc38	1
lrrc39	3
lrrc4	4
lrrc43	6
lrrc46	5
lrrc47	3
lrrc4b	4
lrrc55	2
lrrc56	1
lrrc63	12
lrrc66	2
lrrc69	7
lrrc70	3
lrrc72	3
lrrc74a	9
lrrc74b	4
lrrc75a	3
lrrc75b	8
lrrc8c	4
lrrc9	8
lrrcc1	6
lrrd1	3
lrrfip1	17
lrriq1	8
lrriq3	10
lrriq4	2
lrrk1	11
lrrk2	21
lrrn2	4
lrrn4	4
lrrn4cl	1
lrsam1	43
lrtm1	2
lsm12	4
lsm14b	5
lsm5	10
lsm8	4
lsmem2	1
lsp1	18
lss	11
lst1	21
ltb4r	5
ltb4r2	5
ltbp1	12
ltbp3	23
ltbp4	39
ltn1	7
luc7l3	23
lum	3
luzp1	7
luzp4	2
lvrn	9
lxn	2
ly6d	4
ly6g5b	3
ly6g5c	7
ly6g6e	1
ly6h	5
ly6k	5
ly6l	1
ly75	4
ly86	2
ly96	2
lyar	4
lyg1	2
lyl1	3
lypd2	1
lypd3	4
lypd4	3
lypd6b	11
lypd8	1
lyrm9	7
lysmd2	4
lysmd4	12
lyst	30
lyz	3
lyzl1	3
lyzl2	2
lyzl6	3
lzts1	3
lzts2	7
m1ap	9
macf1	58
maco1	4
maea	20
mael	6
maf	3
maf1	7
mafa	2
mafk	3
magel2	1
magi1	18
magi2	41
magi3	6
magix	9
magt1	13
majin	6
malsu1	5
mamdc4	5
maml1	3
maml2	1
mamld1	11
mamstr	6
man1a2	5
man1b1	40
man1c1	7
man2a1	6
man2a2	30
man2b1	17
man2c1	44
manba	17
maneal	5
mansc1	4
mansc4	1
maob	3
map1a	2
map1lc3c	1
map1s	21
map2k5	12
map3k1	2
map3k10	8
map3k11	14
map3k15	4
map3k19	22
map3k21	3
map3k4	16
map3k6	8
map3k9	6
map4	17
map4k2	13
map4k3	13
map4k4	18
map4k5	10
map6	4
map7	9
map7d1	13
map7d2	5
map7d3	8
map9	9
mapk15	8
mapk3	15
mapk4	6
mapk7	18
mapk8ip1	3
mapk8ip2	2
mapk8ip3	19
mapk9	13
mapkapk2	4
mapkbp1	16
mapt	30
marchf1	15
marchf11	3
marchf2	8
marchf4	1
marchf7	9
marcks	1
marco	3
marcol	4
mark1	18
mark3	81
mark4	9
masp2	17
mast1	9
mast2	10
mast3	10
mast4	21
matn2	18
matn3	3
matn4	6
matr3	38
mavs	2
maz	15
mbd1	28
mbd2	5
mbd3l1	2
mbd3l2	1
mbd3l2b	1
mbd3l3	3
mbd3l4	1
mbd3l5	1
mbd4	10
mbip	10
mbl2	3
mblac1	2
mboat4	1
mbp	49
mbtps2	3
mc1r	4
mc2r	2
mcam	17
mcat	4
mcc	10
mccc2	43
mcf2	10
mcf2l2	14
mchr1	4
mchr2	2
mcl1	8
mcm10	7
mcm2	9
mcm3	6
mcm3ap	10
mcm4	28
mcm9	9
mcoln1	10
mcoln2	6
mcoln3	6
mcph1	39
mcrip1	12
mcrs1	16
mcub	5
mcur1	3
mdga1	13
mdh1b	6
mdp1	10
mea1	6
mecp2	30
mecr	18
med1	5
med10	3
med12	54
med12l	14
med13	6
med13l	32
med15	31
med16	11
med17	29
med20	7
med23	9
med24	33
med26	7
med27	7
med29	6
med4	4
med8	5
mef2d	6
megf6	8
megf8	7
megf9	1
mei1	16
mei4	3
meikin	5
meioc	7
meiosin	1
meis3	14
meltf	9
men1	19
meox2	1
mep1a	4
mep1b	4
mepce	8
mepe	7
mertk	5
mesp1	2
mesp2	3
metrnl	5
mettl15	12
mettl16	10
mettl17	25
mettl22	18
mettl24	2
mettl25	11
mettl26	14
mettl27	3
mettl2a	4
mettl7b	NA
mettl8	17
mex3a	2
mex3b	2
mex3c	3
mex3d	2
mfap2	6
mfap3	14
mfap4	5
mfge8	23
mfhas1	4
mfn2	33
mfrp	6
mfsd1	20
mfsd12	13
mfsd14b	2
mfsd2a	10
mfsd2b	6
mfsd4b	18
mfsd5	5
mfsd6	10
mfsd6l	1
mfsd9	8
mga	16
mgam2	3
mgarp	1
mgat2	1
mgat3	3
mgat4b	23
mgat4d	9
mgmt	5
mgp	4
mgrn1	18
mia2	19
mia3	11
mib2	32
mical1	8
mical2	38
micall1	12
micall2	15
micu1	11
micu3	6
mid1	25
mief1	14
mien1	6
mier1	11
mier2	7
mif4gd	16
miga1	11
miip	7
milr1	10
mindy1	6
mindy2	5
mindy4	3
mindy4b	2
minpp1	4
mipep	5
mis18a	2
mis18bp1	12
misp	2
misp3	4
mitd1	9
mixl1	3
mknk1	31
mkrn2os	5
mkrn3	12
mks1	34
mlh1	39
mlip	16
mlkl	8
mllt10	26
mllt3	9
mllt6	11
mln	3
mlnr	1
mlph	23
mlst8	35
mlx	11
mlxipl	11
mlycd	5
mmaa	13
mmachc	3
mmd	4
mmd2	3
mme	17
mmp1	4
mmp10	2
mmp12	1
mmp14	8
mmp15	2
mmp17	9
mmp19	9
mmp21	4
mmp23b	10
mmp24	1
mmp25	5
mmp27	1
mmp9	1
mmrn1	4
mmrn2	7
mms19	19
mms22l	13
mnx1	8
mob3c	3
mobp	15
mocos	2
mocs1	14
mocs2	10
mocs3	1
mog	19
mogat2	4
mogs	21
mok	40
mon1a	9
morc1	2
morc2	17
morc3	12
morc4	4
morn1	11
mos	1
mospd2	6
mov10l1	9
mpc1l	1
mpg	5
mphosph10	7
mphosph8	5
mphosph9	24
mpl	4
mplkip	1
mpnd	8
mpo	7
mpp2	20
mpp3	9
mpp4	12
mprip	21
mpv17	23
mpv17l2	4
mpzl1	11
mrap	4
mrc1	1
mre11	10
mrgprd	1
mrgprg	1
mri1	6
mrm1	2
mrm2	5
mrnip	24
mro	10
mroh1	11
mroh2a	8
mroh2b	6
mroh5	4
mroh9	3
mrpl1	6
mrpl11	6
mrpl17	4
mrpl18	4
mrpl20	6
mrpl23	10
mrpl32	4
mrpl36	5
mrpl39	3
mrpl40	3
mrpl45	2
mrpl51	7
mrps11	11
mrps18b	4
mrps2	8
mrps23	4
mrps26	1
mrps30	4
mrps31	4
mrps7	7
mrs2	6
mrtfa	17
mrto4	3
ms4a10	1
ms4a13	4
ms4a14	11
ms4a15	4
ms4a3	7
ms4a4a	18
ms4a8	9
msantd1	4
msantd2	9
msantd4	5
msh3	7
msh4	1
msh6	26
msi1	3
msln	8
mslnl	2
msr1	14
msrb3	17
mst1	21
mst1r	15
msto1	20
msx1	2
msx2	2
mt3	6
mtarc2	6
mtbp	8
mtch1	42
mtcl1	17
mtdh	6
mterf1	8
mterf4	22
mtf1	2
mtfr1	15
mtfr2	7
mtg1	8
mthfd1	34
mthfd1l	12
mthfd2	21
mthfd2l	15
mthfr	19
mthfsd	20
mtif3	12
mtln	3
mtmr1	14
mtmr10	10
mtmr11	10
mtmr12	7
mtmr2	60
mtmr3	12
mtmr4	10
mtmr6	2
mtnr1a	2
mto1	79
mtor	16
mtr	17
mtrf1l	11
mtrr	25
mtss1	18
mtss2	3
mttp	7
mtus1	30
mtus2	6
mtx1	7
muc13	5
muc15	6
muc20	7
muc21	2
muc7	7
mul1	1
mus81	17
musk	6
mutyh	51
mvp	19
mx1	48
mx2	18
mxd1	6
mxra5	1
mxra8	10
mybbp1a	13
mybl2	2
mybpc1	24
mybpc2	2
mybpc3	3
mybphl	3
myc	15
mycbp2	29
mycbpap	13
mycl	4
mycn	3
myct1	3
myd88	15
mydgf	4
myg1	10
myh1	1
myh13	3
myh14	10
myh2	6
myh4	1
myh6	3
myh7	3
myh7b	9
myh8	1
myh9	23
myl1	4
myl3	11
myl6	21
myl6b	15
mylk	57
mylk2	3
mylk3	7
mylk4	4
mymx	2
myo10	12
myo15a	23
myo15b	37
myo16	6
myo18a	25
myo18b	10
myo19	27
myo1c	20
myo1e	10
myo1h	5
myo3a	10
myo3b	9
myo5a	51
myo5b	12
myo5c	9
myo7b	7
myo9a	19
myo9b	20
myocd	5
myof	9
myom1	6
myom2	15
myorg	2
myoz3	9
mypn	23
mypop	1
myrf	11
myrfl	5
mysm1	26
myt1	8
myt1l	70
mzf1	8
mzt2b	9
n4bp2l2	45
n4bp3	2
naa16	11
naa30	4
naa35	3
naa38	7
naa80	7
naalad2	10
nabp1	16
naca	26
nacad	2
nacc1	4
nadk	17
nadsyn1	23
naf1	6
nagk	29
nags	3
naip	10
nalcn	18
nanog	4
nanognb	2
nanos1	2
nanos2	1
nanos3	4
nanp	1
nap1l3	2
nap1l5	1
napb	7
napepld	10
napg	7
nasp	25
nat1	8
nat16	4
nat2	2
nat8	1
nat8l	1
natd1	1
nav2	15
nav3	16
naxd	8
naxe	20
nbea	58
nbeal1	24
nbeal2	17
nbn	38
nbpf4	2
nbpf6	3
ncam1	26
ncan	4
ncapd3	29
nceh1	6
ncf4	7
nckap5	7
nckap5l	5
nckipsd	9
ncl	24
ncoa2	8
ncoa4	7
ncoa5	2
ncoa7	11
ncor1	29
ncor2	22
ncr3	6
ndc1	2
ndfip2	30
ndn	1
ndor1	6
ndrg1	61
ndrg2	77
ndst4	4
ndufa10	46
ndufa13	7
ndufa2	4
ndufa4l2	7
ndufa5	25
ndufa6	3
ndufaf4	3
ndufaf6	33
ndufb1	7
ndufb10	5
ndufb3	7
ndufb7	2
ndufc1	12
ndufc2	5
ndufs1	9
ndufs6	3
ndufs7	18
ndufs8	15
ndufv2	9
ndufv3	4
neb	21
necab2	6
necab3	22
necap2	12
nectin3	11
nedd1	14
nedd4l	62
nedd9	16
nefh	1
nefl	2
nefm	6
negr1	5
neil1	24
neil2	7
nek1	28
nek10	13
nek11	17
nek2	5
nek3	9
nek4	7
nek5	8
nek9	18
nelfa	15
nelfb	1
nelfcd	14
nell2	20
nemf	15
nemp2	6
nepro	24
nes	1
neu1	10
neu3	7
neu4	17
neurl1	4
neurl1b	3
neurl2	2
neurod2	2
neurog2	1
nf1	39
nfam1	2
nfatc1	18
nfatc2	7
nfatc2ip	7
nfatc3	22
nfatc4	33
nfe2l1	23
nfe2l2	65
nfe2l3	3
nfia	31
nfic	11
nfix	17
nfkb1	25
nfkbid	11
nfkbil1	5
nfkbiz	11
nfrkb	12
nfxl1	8
nfyc	24
ngef	9
ngfr	3
nhej1	16
nhlrc1	1
nhlrc2	2
nhsl1	9
niban1	5
niban3	13
nicn1	7
nid1	2
nid2	7
nifk	7
nin	31
ninj2	6
ninl	15
nipa2	16
nipal4	5
nipbl	9
nisch	14
nkain4	9
nkap	5
nkapl	1
nkpd1	3
nktr	18
nkx6-2	2
nlrc3	5
nlrc5	29
nlrp10	2
nlrp12	6
nlrp13	2
nlrp14	1
nlrp2	19
nlrp4	4
nlrp5	2
nlrp6	3
nlrp7	9
nlrp9	2
nmb	2
nme3	11
nme8	6
nmi	4
nmnat1	5
nmnat3	22
nmrk2	5
nms	1
nmu	6
nmur1	1
nmur2	2
noa1	1
nob1	6
nobox	4
noc2l	6
noc3l	3
noct	3
nod2	17
nodal	2
nol10	22
nol4	14
nol7	3
nol8	29
nol9	5
nolc1	9
nom1	8
nomo1	6
nomo2	11
nomo3	30
nop16	10
nop2	21
nop53	12
nop56	21
nop9	4
nos1ap	6
nos2	7
nos3	10
nostrin	13
notch1	16
notch2	11
notch2nlc	3
notch3	6
notch4	5
noto	1
notum	4
nova2	4
nox1	5
nox4	15
nox5	6
noxa1	5
noxo1	7
noxred1	3
npas3	16
npat	7
npb	2
npbwr2	2
npc1	14
npc1l1	4
npc2	9
npepps	41
npff	2
npffr1	1
npffr2	5
nphp1	22
nphp3	14
nphp4	11
npipb11	3
npipb4	21
npipb5	24
npm2	14
npm3	4
nppb	1
nppc	2
npr1	3
npsr1	9
nptn	10
nptx1	5
nptxr	2
npw	2
nr0b1	2
nr1h2	14
nr1h3	35
nr1i2	5
nr1i3	34
nr2c1	19
nr2c2	13
nr2c2ap	7
nr2f6	2
nr3c1	17
nr4a1	22
nrbp2	10
nrcam	14
nrdc	13
nrep	23
nrg3	9
nrip2	3
nrk	4
nrl	6
nrn1	4
nrn1l	3
nrp1	14
nrros	2
nrxn1	65
nrxn2	20
nsd1	26
nsd2	31
nsl1	6
nsmce2	13
nsun2	9
nsun3	8
nsun5	7
nsun7	7
nt5c1b	7
nt5c2	27
nt5dc1	4
nt5dc2	15
nt5dc3	5
nt5e	5
nt5m	7
ntan1	12
ntf4	7
ntmt1	11
ntn5	3
ntsr2	1
nub1	12
nubp2	16
nudt1	9
nudt13	8
nudt16	3
nudt16l1	5
nudt17	5
nudt18	2
nudt19	1
nudt22	12
nudt3	1
nudt5	8
nudt6	8
nudt8	3
nufip1	1
numbl	11
nup153	3
nup155	9
nup160	13
nup210	8
nup210l	3
nup214	40
nup37	9
nup42	11
nup58	19
nup62cl	4
nupr2	1
nvl	24
nxn	12
nxnl1	1
nxpe1	6
nxpe4	2
nxph3	3
nxt2	4
nyap1	4
nynrin	2
nyx	3
oas1	33
oas2	15
oas3	37
oasl	11
obi1	1
obscn	28
obsl1	15
oc90	1
oca2	4
ocel1	15
ocln	14
odad1	9
odad2	13
odad4	4
odf1	2
odf2l	32
odf3b	NA
odf3l1	NA
odf4	4
odr4	5
ofd1	22
ogdh	9
ogdhl	6
ogfod1	11
ogfr	3
ogfrl1	3
ogg1	18
oip5	2
oit3	2
ola1	9
olah	8
olfm3	6
olfm4	1
olfml1	5
olfml2a	3
olfml2b	5
olig2	3
olr1	11
oma1	11
onecut3	1
ooep	3
oosp2	3
opa3	3
opn1mw2	3
opn1sw	1
opn3	7
opn4	4
opn5	5
oprd1	1
oprm1	23
optc	3
or10a2	1
or10g3	3
or10j3	1
or10j5	1
or11l1	1
or13c3	1
or13c4	1
or13f1	1
or1j2	1
or1l6	2
or2at4	5
or2d2	1
or2k2	2
or51d1	2
or51f2	2
or51v1	1
or52d1	1
or52e5	1
or56a4	4
or5as1	1
or5au1	4
or5k2	1
or5m8	1
or6c68	1
or6q1	1
or7c2	1
or9a2	1
or9q1	2
orai1	4
orc1	2
orc2	7
orm1	2
os9	37
osbp	3
osbp2	19
osbpl10	20
osbpl11	1
osbpl2	28
osbpl3	14
osbpl5	19
osbpl7	10
oscar	10
osgin2	4
osr2	10
ostf1	1
ostm1	22
otoa	9
otof	7
otog	6
otop1	1
otop2	3
otop3	1
otub1	11
otud1	1
otud3	3
otud4	10
otud5	7
otud6a	1
otud6b	6
otud7a	5
otulin	8
otulinl	3
ovca2	1
ovch1	4
ovch2	4
ovgp1	3
ovol3	2
oxa1l	12
oxer1	1
oxld1	7
oxnad1	9
oxr1	19
oxsm	9
p2rx2	8
p2rx5	12
p2rx6	9
p2rx7	13
p2ry11	2
p2ry12	2
p2ry13	1
p2ry4	1
p2ry6	16
p3h1	14
p3h2	10
p3h3	11
p3h4	8
p4ha3	7
p4hb	72
p4htm	12
pa2g4	7
paaf1	16
pabir1	1
pabir3	19
pabpn1l	3
pacc1	5
pacrg	9
pacrgl	33
pacs2	20
padi1	4
padi4	5
padi6	1
paip1	10
pak1	20
pak4	12
pak5	3
palb2	19
palld	19
palm	11
palm2akap2	17
palm3	4
pam	32
pam16	15
pan3	4
pank1	5
pano1	1
panx2	3
paox	10
papln	12
papola	26
papolg	7
pappa	3
pappa2	5
paqr9	3
pard6b	2
pard6g	3
park7	10
parl	13
parm1	2
parn	39
parp1	26
parp10	23
parp12	12
parp14	7
parp15	6
parp16	6
parp2	11
parp3	9
parp4	3
parp9	8
parpbp	12
pars2	1
pask	16
pate2	2
pate3	1
patj	16
patl1	2
patl2	9
pawr	11
pax1	4
pax2	12
pax4	6
pax6	81
pax7	6
paxip1	8
pbdc1	3
pbk	4
pbx1	25
pbx3	14
pbx4	5
pbxip1	6
pc	19
pcbd1	3
pcbd2	4
pcdh10	3
pcdh11x	9
pcdh11y	9
pcdh12	3
pcdh15	29
pcdh20	1
pcdh8	3
pcdhb12	3
pcdhb15	2
pcdhb16	2
pcdhb2	5
pcdhb3	2
pcdhb5	2
pcdhb6	2
pcdhb7	1
pcdhb8	2
pcdhga4	2
pced1b	6
pcgf5	5
pcid2	16
pcif1	3
pck1	6
pclaf	8
pcmtd2	11
pcnx1	15
pcnx2	22
pcolce	10
pcsk5	7
pcsk6	29
pctp	8
pcyt2	18
pdc	2
pdcd1	5
pdcd1lg2	1
pdcd2	15
pdcd2l	5
pdcd5	8
pdcl2	1
pdcl3	4
pde10a	40
pde11a	12
pde12	12
pde1a	8
pde1c	12
pde3a	3
pde3b	5
pde4a	9
pde4b	18
pde4c	15
pde5a	12
pde6a	4
pde8a	16
pde9a	28
pdf	1
pdgfb	4
pdgfrb	11
pdha2	1
pdia3	33
pdia6	8
pdilt	2
pdk1	9
pdk2	16
pdlim3	13
pdlim5	23
pdpk1	17
pdpn	11
pdrg1	1
pds5b	9
pdss1	4
pdss2	3
pdxdc1	20
pdxp	2
pdyn	11
pdzd2	12
pdzd3	NA
pdzd4	9
pdzd7	9
pdzd8	4
pdzd9	3
pdzk1	7
pdzk1ip1	4
pdzrn3	12
pdzrn4	5
pea15	4
peak1	13
peak3	1
pear1	7
pebp1	2
pebp4	3
pecam1	9
pecr	8
peg10	9
peg3	18
peli1	4
peli3	9
pelp1	15
pemt	13
per1	19
per2	6
per3	9
percc1	1
perm1	4
perp	1
pet117	1
pex11a	5
pex16	11
pex3	3
pex5	21
pfkfb2	10
pfkfb3	19
pfkfb4	15
pfkl	12
pfkm	32
pfkp	17
pfn2	18
pga3	8
pga4	8
pga5	6
pgam1	3
pgam2	1
pgap2	37
pgap3	11
pgap6	8
pgbd1	2
pgbd2	3
pgbd5	3
pgc	4
pgf	8
pgghg	8
pgk1	6
pglyrp1	1
pglyrp2	4
pglyrp3	2
pgm3	50
pgpep1l	3
pgr	10
pgrmc2	8
phactr3	9
phactr4	9
phc2	13
phc3	17
pheta1	6
phf1	11
phf10	6
phf11	18
phf14	16
phf2	2
phf23	13
phf3	12
phf7	10
phf8	22
phgr1	2
phka2	8
phlda1	2
phlda2	2
phldb1	27
phldb3	8
phlpp1	7
phox2b	2
phrf1	6
phtf1	12
phtf2	12
phyh	7
phyhd1	13
pi16	4
pi3	1
pi4k2b	2
pi4ka	18
pias1	8
pias2	16
pias4	6
pibf1	8
piezo1	15
piezo2	21
pif1	9
piga	19
pigb	12
pigg	26
pigm	1
pign	51
pigq	25
pigz	4
pih1d1	26
pih1d2	9
pik3ap1	6
pik3c2g	8
pik3cd	23
pik3r2	11
pik3r6	3
pim3	2
pimreg	9
pinlyp	7
pip	1
pip5k1a	17
pip5k1c	10
pisd	17
pithd1	3
pitpnm2	8
pitpnm3	5
pitrm1	40
piwil3	4
pja1	7
pja2	3
pkd1l1	8
pkd1l2	13
pkd1l3	1
pkd2	7
pkd2l1	4
pkd2l2	7
pkdrej	1
pkhd1l1	4
pkib	13
pkmyt1	20
pkn2	6
pkn3	3
pkp1	5
pkp2	16
pkp3	11
pkp4	17
pla2g1b	3
pla2g2a	6
pla2g2c	5
pla2g2d	2
pla2g2f	2
pla2g3	1
pla2g4d	3
pla2g4e	9
pla2g4f	7
pla2g6	39
pla2g7	2
pla2r1	3
plaat1	3
plaat5	6
plac9	4
plagl1	27
plaur	16
plb1	12
plbd2	4
plcb2	15
plcb3	4
plcb4	61
plcd1	9
plcd3	12
plcd4	15
plcg2	42
plch1	6
plcl2	4
plcxd1	20
plcxd3	1
plcz1	20
pld4	7
pld6	1
plec	15
plekha5	43
plekha6	11
plekha8	10
plekhd1	2
plekhf1	4
plekhg1	9
plekhg2	16
plekhg3	10
plekhg4	15
plekhg4b	4
plekhg5	29
plekhg6	10
plekhg7	5
plekhh2	8
plekhj1	13
plekhm1	27
plekhn1	5
plekhs1	10
plet1	1
plg	14
plin2	8
plin4	2
plin5	6
plk4	11
plk5	10
plod3	16
plp2	2
plpp1	6
plpp2	8
plppr2	9
plppr3	4
plppr4	3
plrg1	13
pls1	12
plscr1	19
plscr2	10
plscr4	11
plvap	3
plxna1	5
plxnb2	12
plxnb3	9
plxnc1	11
plxnd1	17
pm20d1	4
pmel	19
pmepa1	8
pmf1	6
pmfbp1	11
pmis2	2
pml	22
pmpcb	32
pms2	71
pnkp	31
pnlip	2
pnliprp2	3
pnma6e	2
pnma8a	3
pnma8b	2
pnma8c	1
pnn	6
pnpla1	5
pnpla2	6
pnpla3	5
pnpla4	4
pnpla5	3
pnpla6	25
pnpla7	7
pnpla8	12
poc5	14
podn	9
podnl1	13
podxl	8
podxl2	1
pof1b	2
pofut2	14
pogz	24
pola1	14
pold1	16
pold2	68
poldip3	8
pole	24
pole2	13
polg	29
polh	3
poli	16
polk	17
polm	18
poln	13
polq	4
polr1b	17
polr1f	2
polr1g	4
polr1h	6
polr2a	10
polr2f	14
polr2h	13
polr2j	1
polrmt	8
pom121	3
pom121c	8
pom121l12	1
pom121l2	2
pomc	5
pomgnt1	50
pomt1	77
pomt2	72
pon1	4
pon2	18
pon3	10
pop1	4
pop4	13
pop5	9
popdc2	9
postn	10
pot1	31
pou1f1	4
pou2f3	7
pou3f1	1
pou3f3	2
pou4f1	1
pou4f2	1
pou5f1	7
pou5f2	1
pou6f1	11
pou6f2	12
pp2d1	3
ppa2	22
ppan	8
pparg	34
ppbp	2
ppef1	10
ppef2	7
ppfia1	27
ppfia3	13
pphln1	26
ppif	5
ppig	22
ppil2	46
ppil4	2
ppil6	8
ppip5k1	24
ppip5k2	18
ppl	6
ppm1a	8
ppm1e	1
ppm1f	10
ppm1j	5
ppm1m	9
ppm1n	8
ppme1	9
ppp1ca	14
ppp1r10	7
ppp1r12a	23
ppp1r12b	19
ppp1r12c	9
ppp1r13l	9
ppp1r14c	1
ppp1r15a	5
ppp1r15b	5
ppp1r18	6
ppp1r1a	4
ppp1r26	7
ppp1r2c	1
ppp1r35	5
ppp1r36	6
ppp1r37	9
ppp1r3a	3
ppp1r3d	1
ppp1r3f	6
ppp1r3g	1
ppp1r42	14
ppp1r9a	8
ppp2r2a	28
ppp2r2c	9
ppp2r2d	8
ppp2r3a	5
ppp2r3b	20
ppp2r5a	5
ppp2r5e	7
ppp3cb	6
ppp3r1	3
ppp4r3b	6
ppp4r3c	1
ppp4r4	6
ppp6c	4
ppp6r1	8
ppp6r2	9
pprc1	6
ppt1	19
pqbp1	19
prag1	1
pram1	4
prap1	2
prcp	37
prdm1	10
prdm10	8
prdm12	2
prdm13	2
prdm15	14
prdm16	10
prdm4	6
prdm5	12
prdm6	4
prdm8	10
prdx5	3
prelid2	10
prelid3a	9
prelp	1
prepl	16
prex1	4
prex2	5
prf1	4
prg3	1
prg4	6
prickle4	6
prim1	11
primpol	11
prkaa1	9
prkag1	20
prkag3	5
prkar2a	17
prkca	5
prkcg	9
prkcsh	22
prkd1	12
prkd3	10
prkn	22
prkx	4
prky	12
prlh	1
prlhr	2
prlr	20
prm1	1
prm2	2
prmt7	55
prmt8	4
prmt9	4
prnp	4
prob1	1
proc	10
proca1	11
prodh2	7
prok1	1
prom1	22
prom2	11
prop1	1
prorp	11
pros1	12
proser1	11
proser2	4
proser3	21
prox2	3
prpf3	7
prpf38b	5
prpf39	12
prpf40b	16
prph	6
prps1	25
prpsap1	12
prr11	9
prr12	2
prr13	13
prr14	13
prr14l	7
prr18	2
prr22	2
prr23a	1
prr23b	1
prr23c	1
prr27	5
prr30	2
prr32	1
prr33	1
prr35	1
prr36	2
prrc1	7
prrc2c	13
prrg1	9
prrt1b	2
prrt2	21
prrt3	5
prrt4	6
prss12	4
prss21	10
prss36	9
prss38	1
prss41	2
prss48	2
prss50	1
prss53	3
prss54	6
prss55	3
prss56	2
prss57	2
prss8	6
prtn3	2
prx	30
prxl2b	15
psap	4
psapl1	1
psca	4
psd	9
psd2	2
psd3	17
psd4	12
psip1	11
psmb11	1
psmb8	7
psmc3ip	9
psmd12	8
psmd13	14
psmd3	5
psmd6	12
psmd8	14
psme1	10
psme2	18
psme3	16
psme3ip1	20
psmg2	23
psmg4	10
pspc1	8
pspn	2
psrc1	12
pstpip1	20
pstpip2	6
ptafr	3
ptbp1	24
ptbp2	24
ptbp3	10
ptcd1	5
ptcd3	20
ptch2	3
ptcra	4
ptdss2	13
pten	22
ptgdr	2
ptgdr2	1
ptger1	1
ptger2	2
ptger3	9
ptges2	21
ptgfr	4
ptgr2	7
ptgs2	6
pth1r	8
pth2	1
pth2r	4
pthlh	9
ptk2	58
ptk7	20
ptms	5
ptpa	24
ptpdc1	5
ptpmt1	5
ptpn12	16
ptpn13	9
ptpn20	29
ptpn21	9
ptpn22	11
ptpn23	9
ptpn3	6
ptpn7	20
ptpra	7
ptprb	11
ptprc	23
ptprd	17
ptprf	18
ptprg	7
ptprj	7
ptprn2	5
ptprs	14
ptprt	9
ptprz1	21
ptrh2	5
pttg1ip	7
pttg1ip2	1
ptx4	3
pum1	23
pura	5
purb	1
pus10	7
pus7	6
pus7l	8
pvr	12
pvrig	3
pwp2	6
pwwp2a	6
pwwp2b	2
pwwp3a	17
pwwp3b	3
pxdn	14
pxk	14
pxmp2	5
pxn	22
pxt1	1
pygl	7
pygm	5
pygo2	3
pym1	7
qrfp	2
qrfpr	4
qrich2	6
qser1	6
qsox1	4
qsox2	5
qtrt1	12
r3hcc1	10
r3hcc1l	6
r3hdm1	20
r3hdm4	8
rab11fip1	6
rab11fip2	4
rab11fip3	11
rab11fip5	6
rab12	2
rab15	10
rab17	11
rab18	45
rab19	2
rab34	26
rab36	3
rab3il1	6
rab42	2
